iter	RMSE
0	0.2846116866
1	0.2834511384
2	0.2775152223
3	0.2740402094
4	0.271016751
5	0.2674632094
6	0.2650550101
7	0.2617704529
8	0.2571598837
9	0.2540430223
10	0.2510777049
11	0.2473246371
12	0.2421818389
13	0.2391897133
14	0.2352964581
15	0.2332091168
16	0.2309597848
17	0.2284916839
18	0.2265652691
19	0.2218593522
20	0.2190055455
21	0.2169656159
22	0.2134523614
23	0.2114541567
24	0.2097830588
25	0.2080507234
26	0.2054965071
27	0.2038753519
28	0.2014641636
29	0.1977086036
30	0.1976881095
31	0.1943199327
32	0.1921223943
33	0.1898208645
34	0.1863855659
35	0.1840363247
36	0.1820740967
37	0.1795638685
38	0.1771348137
39	0.1756356645
40	0.1726497882
41	0.1715019595
42	0.1705823221
43	0.168902345
44	0.1671968609
45	0.1655278121
46	0.1648283349
47	0.1631601062
48	0.1619330116
49	0.1599515758
50	0.1588876753
51	0.1555012114
52	0.1534401122
53	0.1511316801
54	0.1501879744
55	0.1485783236
56	0.1468263303
57	0.1454838266
58	0.1447236933
59	0.1428214529
60	0.141765592
61	0.1399689696
62	0.1378845922
63	0.1365077941
64	0.1353167036
65	0.1337130758
66	0.1314210033
67	0.1297032164
68	0.1279207164
69	0.1268934907
70	0.124193962
71	0.1223333115
72	0.1208752032
73	0.1201149087
74	0.1189820083
75	0.1179120389
76	0.1172131542
77	0.114978585
78	0.1145328318
79	0.1139195204
80	0.1121561589
81	0.110495637
82	0.1096652486
83	0.1082996861
84	0.1075174759
85	0.1064540349
86	0.1061250448
87	0.105014645
88	0.104269588
89	0.1028147323
90	0.1024430181
91	0.101021821
92	0.09988200756
93	0.09904758825
94	0.09836478279
95	0.09691554164
96	0.09594174719
97	0.09459434485
98	0.09393797926
99	0.09311727867
100	0.09253056463
101	0.09190173555
102	0.09177033589
103	0.09136293657
104	0.09027924503
105	0.08980592318
106	0.08841891109
107	0.08720463547
108	0.0862663614
109	0.08567228975
110	0.08547052644
111	0.08452295298
112	0.0839172348
113	0.08317229039
114	0.08254213365
115	0.08172874542
116	0.08082557023
117	0.07964513349
118	0.07922631181
119	0.07820673882
120	0.07768085289
121	0.07717408461
122	0.07693437707
123	0.07605498058
124	0.07558316861
125	0.07513957031
126	0.07445481076
127	0.07329725169
128	0.07254291792
129	0.07201744098
130	0.07112882958
131	0.07047468712
132	0.06968531199
133	0.06918810504
134	0.06886950911
135	0.06854800222
136	0.06785713172
137	0.06747208758
138	0.0664306841
139	0.06611189929
140	0.06526096166
141	0.06482475864
142	0.06452812978
143	0.06368409955
144	0.06334453334
145	0.06263866505
146	0.06193978382
147	0.06094968548
148	0.06039224076
149	0.05974321905
150	0.05923931252
151	0.05872776448
152	0.05814726325
153	0.05768568999
154	0.0570864478
155	0.05663423087
156	0.05596353768
157	0.0555574859
158	0.05505976994
159	0.05484116382
160	0.05412345633
161	0.05371185336
162	0.0528158393
163	0.05230101087
164	0.05151216196
165	0.05080639933
166	0.05042569
167	0.04980825561
168	0.04939364331
169	0.04908615758
170	0.04874242006
171	0.04813662137
172	0.04751433759
173	0.0472725894
174	0.04684439953
175	0.04666790314
176	0.04631981098
177	0.04611710268
178	0.04570041091
179	0.04557640218
180	0.04544018714
181	0.04498371518
182	0.04443272422
183	0.04414178188
184	0.0437742563
185	0.04328986115
186	0.04290635495
187	0.04243050086
188	0.04218999654
189	0.0419411511
190	0.04143651599
191	0.04106122949
192	0.04064613444
193	0.04019679962
194	0.03990393061
195	0.03953682847
196	0.03914421538
197	0.03882702546
198	0.03857774304
199	0.03825753959
200	0.03779700765
201	0.03725652604
202	0.03675986118
203	0.03651427571
204	0.03632279322
205	0.03606903825
206	0.03569877504
207	0.03550614139
208	0.03524629789
209	0.03497985132
210	0.03465706181
211	0.03443314223
212	0.03408074442
213	0.0338662172
214	0.03352183804
215	0.03314169308
216	0.03296459626
217	0.03255997031
218	0.03216708705
219	0.03182871193
220	0.03151253174
221	0.03138524106
222	0.03103256954
223	0.03097196677
224	0.03062970403
225	0.03022156123
226	0.03007276423
227	0.02986802528
228	0.02975249089
229	0.0296578061
230	0.02947868
231	0.02936057789
232	0.02928604989
233	0.02911737621
234	0.02911413545
235	0.02878065973
236	0.02862645019
237	0.0283476054
238	0.02798640003
239	0.02781258308
240	0.02770341452
241	0.02762557608
242	0.02729222991
243	0.02697319612
244	0.02686300036
245	0.02676692156
246	0.02669676102
247	0.02656316546
248	0.02631640376
249	0.02608367692
250	0.02580408537
251	0.02559733153
252	0.02539031875
253	0.02512724561
254	0.02489280248
255	0.02469798332
256	0.02460002638
257	0.02444651532
258	0.02421816701
259	0.02409108326
260	0.02378032134
261	0.02354403106
262	0.02339986557
263	0.02321965094
264	0.02299639067
265	0.0227773837
266	0.02268990989
267	0.02248680131
268	0.02238108279
269	0.02225428295
270	0.02214420711
271	0.02208913674
272	0.02192486786
273	0.02171734101
274	0.02160542665
275	0.02147544855
276	0.02127370133
277	0.0210927582
278	0.02095980147
279	0.02076579313
280	0.02051860696
281	0.02040508057
282	0.02017374461
283	0.01997212555
284	0.01976199808
285	0.01954548635
286	0.01934103089
287	0.0191410316
288	0.01907134944
289	0.01899654185
290	0.01887510344
291	0.01871726677
292	0.01860489532
293	0.01852324203
294	0.01837387944
295	0.01823857956
296	0.01810961219
297	0.0180526932
298	0.017951753
299	0.01787685459
300	0.01768762272
301	0.01761878691
302	0.01752051594
303	0.01737834684
304	0.01727502578
305	0.01718166659
306	0.01712027303
307	0.01697588391
308	0.0168558634
309	0.01673261763
310	0.0166596276
311	0.01656066381
312	0.01641558944
313	0.01636921193
314	0.01635694496
315	0.01624057088
316	0.01605157914
317	0.01605016736
318	0.01588781036
319	0.01576042945
320	0.01567820798
321	0.01562651671
322	0.01553647018
323	0.01542844196
324	0.0152598311
325	0.01516674004
326	0.01507676102
327	0.01498187284
328	0.01490584711
329	0.01481708665
330	0.01470633359
331	0.01466629898
332	0.01454522348
333	0.01445991991
334	0.0143259101
335	0.0142942634
336	0.01417415142
337	0.01401089748
338	0.01396230795
339	0.01393902318
340	0.01383246201
341	0.01374348735
342	0.01368024451
343	0.01358279283
344	0.01347305196
345	0.01336576979
346	0.01327292548
347	0.01315641918
348	0.01306702613
349	0.01299359444
350	0.01294985104
351	0.01285448039
352	0.0127563347
353	0.01271463486
354	0.01264220301
355	0.01261500225
356	0.01256983784
357	0.01250683422
358	0.01249803861
359	0.01244539773
360	0.0123601909
361	0.01231227732
362	0.01221927478
363	0.01214529615
364	0.01207672983
365	0.01200495397
366	0.01189531828
367	0.01187290086
368	0.01185480571
369	0.01181548804
370	0.01176955648
371	0.01166507972
372	0.01157513014
373	0.01151663529
374	0.01144988223
375	0.01140934721
376	0.01136519119
377	0.01135924633
378	0.0112723194
379	0.01117861886
380	0.01109304787
381	0.01098690718
382	0.01090229978
383	0.01078847537
384	0.01071133082
385	0.01064052719
386	0.01057654119
387	0.01048670632
388	0.01043294925
389	0.01037124274
390	0.01032709459
391	0.01031697612
392	0.01029712472
393	0.01024145365
394	0.0102335301
395	0.01013472316
396	0.0101276528
397	0.0100803216
398	0.009980147879
399	0.009928125708
400	0.009844086531
401	0.009768233816
402	0.009712009707
403	0.009689949668
404	0.009560288409
405	0.009559790948
406	0.009523156016
407	0.009458152102
408	0.009411730478
409	0.009350840336
410	0.009278291592
411	0.009190944519
412	0.009128190614
413	0.009069072204
414	0.009022507967
415	0.008940832761
416	0.008940350052
417	0.008907791517
418	0.008845778917
419	0.00881085953
420	0.008751386353
421	0.008689966583
422	0.008689589147
423	0.008654214298
424	0.008618514289
425	0.008562724707
426	0.00850679674
427	0.00844815728
428	0.008387451918
429	0.008307828281
430	0.008302149443
431	0.008264429937
432	0.008230758952
433	0.008147049948
434	0.008085837118
435	0.008036366143
436	0.008005894673
437	0.008005487796
438	0.007957642001
439	0.007908514744
440	0.007833319144
441	0.007825947842
442	0.007783536957
443	0.00773779368
444	0.007697134688
445	0.007667207852
446	0.007617572583
447	0.007558769387
448	0.007529914891
449	0.007451449976
450	0.00737472067
451	0.007340668783
452	0.007296697069
453	0.007287175999
454	0.007253459427
455	0.007245590976
456	0.007221459267
457	0.007183362814
458	0.007180294796
459	0.007130376929
460	0.007099012452
461	0.007084475594
462	0.007029642171
463	0.006991926019
464	0.006964447213
465	0.00694380069
466	0.006910895739
467	0.006896751936
468	0.006856082258
469	0.006809930516
470	0.006803704764
471	0.006770036684
472	0.006755054403
473	0.006721287107
474	0.00668703015
475	0.006647308453
476	0.006635207111
477	0.006615712198
478	0.006567360216
479	0.006543728676
480	0.006540029151
481	0.006494392941
482	0.00645274978
483	0.00641011625
484	0.006387969267
485	0.006376621172
486	0.006357688279
487	0.006340496136
488	0.006307564867
489	0.006257785296
490	0.006236582541
491	0.006236297311
492	0.006235896153
493	0.006203801423
494	0.006170431786
