iter	RMSE
253	0.2191563494
254	0.2189740973
255	0.2187162612
256	0.2185197104
257	0.2182484186
258	0.2179942165
259	0.2178847254
260	0.2176505146
261	0.2174149883
262	0.2171548086
263	0.2168895221
264	0.2167184093
265	0.216576907
266	0.2162945332
267	0.21591885
268	0.2156727316
269	0.2154147142
270	0.2152062233
271	0.2149333828
272	0.2146439252
273	0.2143094217
274	0.214119339
275	0.2139541396
276	0.2137286708
277	0.2134973685
278	0.2133124514
279	0.2131866459
280	0.2130333011
281	0.2128989698
282	0.2126755423
283	0.2124233182
284	0.2121252732
285	0.2118911967
286	0.2117176836
287	0.2115003402
288	0.2113262847
289	0.2112368033
290	0.2110873381
291	0.2107930436
292	0.2106714443
293	0.2105607504
294	0.2104336321
295	0.2102696141
296	0.2100509182
297	0.2099862438
298	0.209833935
299	0.2095960326
300	0.2094008029
301	0.2092257666
302	0.2090514707
303	0.208949273
304	0.208654509
305	0.2084791643
306	0.208183906
307	0.2079846064
308	0.2077854562
309	0.2076053449
310	0.2074314275
311	0.2072872787
312	0.2070796042
313	0.2068892363
314	0.2066703716
315	0.2064166075
316	0.2061526301
317	0.2059762509
318	0.2057778031
319	0.2056278642
320	0.2054559445
321	0.2052721783
322	0.2051111756
323	0.2050118342
324	0.2048784759
325	0.2047871315
326	0.2046389219
327	0.204371435
328	0.2042889209
329	0.2041470118
330	0.2038504282
331	0.2036351088
332	0.2035016072
333	0.203416716
334	0.2031297679
335	0.2028946112
336	0.2026468994
337	0.2024203835
338	0.2021873153
339	0.2020205214
340	0.201740989
341	0.2016220055
342	0.2014669191
343	0.2012701887
344	0.2010726811
345	0.2008522837
346	0.2006647573
347	0.2003452322
348	0.2001856233
349	0.2000414928
350	0.1998075054
351	0.1996536928
352	0.1994353772
353	0.1992538329
354	0.1990773238
355	0.1989016556
356	0.1986926773
357	0.1986336506
358	0.1985940615
359	0.1983033985
360	0.1981647625
361	0.1979265345
362	0.1977816132
363	0.1975081671
364	0.1974090251
365	0.1972432352
366	0.1971042035
367	0.1969804046
368	0.1967894027
369	0.1966340999
370	0.1964019293
371	0.1962739598
372	0.1961239486
373	0.1957877966
374	0.1956382487
375	0.1955337007
376	0.1952933893
377	0.195018824
378	0.1948522162
379	0.1947190438
380	0.1945565198
381	0.1944038887
382	0.1942490729
383	0.1939555623
384	0.1937679182
385	0.1936706845
386	0.1935771056
387	0.1934308613
388	0.1932426406
389	0.192993677
390	0.1929038536
391	0.1927003485
392	0.1925091951
393	0.1921815329
394	0.1920353543
395	0.1919840405
396	0.1917998094
397	0.1915145969
398	0.1914174425
399	0.1912600588
400	0.1909524336
401	0.1908088882
402	0.1905652794
403	0.1903703988
404	0.190135092
405	0.1899866274
406	0.1897501303
407	0.1896073419
408	0.1894094876
409	0.1892447783
410	0.1890776661
411	0.1888328235
412	0.1886104866
413	0.1884977807
414	0.1883905712
415	0.1882970189
416	0.1880887519
417	0.1879617374
418	0.1878721385
419	0.1876044454
420	0.1874473082
421	0.1872928609
422	0.1870915923
423	0.1868845632
424	0.1866722085
425	0.1865935772
426	0.1865246396
427	0.186421257
428	0.1863369297
429	0.1862346329
430	0.1861020229
431	0.1859552509
432	0.1858323283
433	0.185646344
434	0.1854296551
435	0.1852970245
436	0.1851352832
437	0.1849816976
438	0.1847680053
439	0.1845919271
440	0.1845011792
441	0.1843496671
442	0.1841819127
443	0.183998587
444	0.1838953044
445	0.1838279876
446	0.1837707026
447	0.1835642153
448	0.1834578024
449	0.1833458701
450	0.1831641598
451	0.1830219813
452	0.1827841332
453	0.1824878333
454	0.1823206263
455	0.1820800454
456	0.1819255066
457	0.1817706373
458	0.1816021065
459	0.1815617175
460	0.1813948251
461	0.1812683312
462	0.1811602126
463	0.1810574435
464	0.1809595061
465	0.1807263698
466	0.1804174788
467	0.1802810677
468	0.18015925
469	0.1798971904
470	0.1797736619
471	0.1795210387
472	0.1793516889
473	0.1792012939
474	0.1789743762
475	0.1787988701
476	0.1786530454
477	0.1784700261
478	0.1783581408
479	0.178250541
480	0.17814265
481	0.1779201097
482	0.1777975063
483	0.177646446
484	0.1775621778
485	0.1774022872
486	0.1772201751
487	0.1771016483
488	0.1769018096
489	0.1768080801
490	0.1765981987
491	0.1764445827
492	0.176379443
493	0.1761994309
494	0.1761648004
495	0.1759749917
496	0.1758141093
497	0.175668367
498	0.1755089498
499	0.1753881739
0.1711115457
